,price_unit,create_datetime,district,room_height,title,url,price,subdistrict,metro_line,cover_url,room_fase_to,community,room_area,community_view_url,renting_type,_id,room_type,location
0,元/月,2018-06-05 23:30:12.045430,龙华,17/19层,星河传奇  免费WiFi 交通便利 民治,https://sz.zu.anjuke.com/fangyuan/1162118426,1430,民治,4号线,https://pic1.ajkimg.com/display/hj/7af74dfbe34b33fddc13a98c9518fd1c/240x180m.jpg?t=1,朝东,星河传奇,15平米,https://shenzhen.anjuke.com/community/view/657216,合租,5b16ac84898e0a1465a2f673,3室1厅,民塘路
1,元/月,2018-06-05 23:30:12.054710,南山,1/3层,南枚二期 带花园叠加别墅 独.家钥匙 装修保养好 随时看房！,https://sz.zu.anjuke.com/fangyuan/1163251605,42000,蛇口,2号线,https://pic1.ajkimg.com/display/hj/1409a9943e5a99f8da368e33815f5ef1/240x180m.jpg?t=1,南北,南海玫瑰花园(二期),205平米,https://shenzhen.anjuke.com/community/view/95349,整租,5b16ac84898e0a1465a2f674,4室2厅,望海路
2,元/月,2018-06-05 23:30:12.060480,福田,19/24层,星河华居  客厅开阔 无中介 房价透明 包物业 皇岗,https://sz.zu.anjuke.com/fangyuan/1161738388,2410,皇岗,4/7号线,https://pic1.ajkimg.com/display/hj/093140086a4d3a974bf950cf407db7ee/240x180m.jpg?t=1,朝西,星河华居,28平米,https://shenzhen.anjuke.com/community/view/96229,整租,5b16ac84898e0a1465a2f675,1室1厅,福港路26号
3,元/月,2018-06-05 23:30:12.067553,深圳周边,20/22层,左庭右院蛋壳公寓直租，押一付一，，精装修，,https://sz.zu.anjuke.com/fangyuan/1161427888,1040,东莞,Null,https://pic1.ajkimg.com/display/hj/6dbdce358752b60f613271f3ed02f3c4/240x180m.jpg?t=1,朝东,黄旗山1号,16平米,https://shenzhen.anjuke.com/community/view/901553,合租,5b16ac84898e0a1465a2f676,3室1厅,石井支路
4,元/月,2018-06-05 23:30:12.074610,福田,16/23层,京基御景华城 直租立减3000  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1159537906,2000,赤尾,1/7号线,https://pic1.ajkimg.com/display/hj/2b66d0aa04648ce85e2a72f58ec93ead/240x180m.jpg?t=1,朝南,京基御景华城,15平米,https://shenzhen.anjuke.com/community/view/95978,合租,5b16ac84898e0a1465a2f677,4室1厅,滨河大道3001号
5,元/月,2018-06-05 23:30:12.082103,龙岗,15/17层,万科第五园 免费WiFi 紧邻地铁站 押一付一 坂田,https://sz.zu.anjuke.com/fangyuan/1162104011,1320,坂田,5号线,https://pic1.ajkimg.com/display/hj/c30d6b1f2534a678668ad8da6bec1104/240x180m.jpg?t=1,朝东,万科第五园(三期),16平米,https://shenzhen.anjuke.com/community/view/189529,合租,5b16ac84898e0a1465a2f678,3室1厅,雅园路
6,元/月,2018-06-05 23:30:12.092824,龙岗,21/23层,中海日辉台蛋壳公寓直租，月付无中介，双周保洁，精装修，,https://sz.zu.anjuke.com/fangyuan/1161339722,1040,坂田,5号线,https://pic1.ajkimg.com/display/hj/ece7bc89fa31f617383a50eecb9b4f2b/240x180m.jpg?t=1,朝东,中海日辉台,16平米,https://shenzhen.anjuke.com/community/view/96573,合租,5b16ac84898e0a1465a2f679,3室1厅,贝尔路
7,元/月,2018-06-05 23:30:12.100408,宝安,6/15层,轩苑居 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1160222336,1920,公明,Null,https://pic1.ajkimg.com/display/hj/f4e66ffca41b016088d4c476af6d0fef/240x180m.jpg?t=1,东南,轩苑居,19平米,https://shenzhen.anjuke.com/community/view/365792,合租,5b16ac84898e0a1465a2f67a,3室1厅,民生路
8,元/月,2018-06-05 23:30:12.116571,福田,5/15层,锦滨苑 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1156388480,2100,新洲,1/7号线,https://pic1.ajkimg.com/display/hj/327be855e44dc7507f2065f407b7db1b/240x180m.jpg?t=1,朝南,锦滨苑,17平米,https://shenzhen.anjuke.com/community/view/96402,合租,5b16ac84898e0a1465a2f67b,3室1厅,新洲三街103号
9,元/月,2018-06-05 23:30:12.121890,罗湖,15/24层,沃尔玛楼上 全新装修2房 南向看水库  田贝地铁50M,https://sz.zu.anjuke.com/fangyuan/1161995384,5300,水库,3/5/7号线,https://pic1.ajkimg.com/display/hj/6163024c1d7038d394cbcb1340af3aeb/240x180m.jpg?t=1,朝南,旭飞华达园,58平米,https://shenzhen.anjuke.com/community/view/96859,整租,5b16ac84898e0a1465a2f67c,2室1厅,翠竹路2058号
10,元/月,2018-06-05 23:30:12.128970,福田,18/23层,机场小区  南北通透 押一付一 房源 交通便利 景田,https://sz.zu.anjuke.com/fangyuan/1161772336,2390,景田,1/2/9号线,https://pic1.ajkimg.com/display/hj/eb5d09f31fc10db1a7627a84643d06c4/240x180m.jpg?t=1,朝东,机场小区,25平米,https://shenzhen.anjuke.com/community/view/96154,整租,5b16ac84898e0a1465a2f67d,1室1厅,景田西路3号
11,元/月,2018-06-05 23:30:12.154125,龙华,17/24层,中海锦城蛋壳公寓直租 双周保洁 干净整洁 房价透明,https://sz.zu.anjuke.com/fangyuan/1161514655,1940,民治,4号线,https://pic1.ajkimg.com/display/hj/e209f46db9e9413702c075bd812c0e4b/240x180m.jpg?t=1,朝东,中海锦城,21平米,https://shenzhen.anjuke.com/community/view/781982,合租,5b16ac84898e0a1465a2f67e,3室1厅,腾龙路
12,元/月,2018-06-05 23:30:12.159201,罗湖,19/21层,旭飞华天苑蛋壳公寓直租  环境优美 月付无压力,https://sz.zu.anjuke.com/fangyuan/1158862148,1430,泥岗,7/9号线,https://pic1.ajkimg.com/display/hj/54d22e420a0d11de4064e5a25793885c/240x180m.jpg?t=1,朝东,旭飞华天苑,18平米,https://shenzhen.anjuke.com/community/view/95934,合租,5b16ac84898e0a1465a2f67f,3室1厅,坭岗东路1120号
