,price_unit,create_datetime,district,room_height,title,url,price,subdistrict,metro_line,cover_url,room_fase_to,community,room_area,community_view_url,renting_type,_id,room_type,location
0,元/月,2018-06-05 23:27:03.691365,南山,6/22层,波托菲诺香山里  南北通透 可月付 房价透明 拎包即住 华侨,https://sz.zu.anjuke.com/fangyuan/1161751919,2670,华侨城,7号线,https://pic1.ajkimg.com/display/hj/6c35097e53243d4f002a1cc78a306fcb/240x180m.jpg?t=1,朝南,波托菲诺香山里,30平米,https://shenzhen.anjuke.com/community/view/288315,整租,5b16abc7898e0a1465a2e2eb,1室1厅,侨北三街8号
1,元/月,2018-06-05 23:27:03.697969,福田,7/19层,雅福居蛋壳公寓直租 免费WiFi 随时看房 房价透明,https://sz.zu.anjuke.com/fangyuan/1161448205,1510,农科中心,2/7号线,https://pic1.ajkimg.com/display/hj/72862f4d7589b822d11ce8628d5d918c/240x180m.jpg?t=1,朝东,雅福居,20平米,https://shenzhen.anjuke.com/community/view/370280,合租,5b16abc7898e0a1465a2e2ec,3室1厅,侨香三道28号
2,元/月,2018-06-05 23:27:03.706354,南山,21/23层,众望楼 免费WiFi 紧邻地铁站 押一付一 西丽,https://sz.zu.anjuke.com/fangyuan/1162104295,1490,西丽,5/7号线,https://pic1.ajkimg.com/display/hj/fcb7024b3db1dbbbeb014fce03d05742/240x180m.jpg?t=1,朝东,众望楼,17平米,https://shenzhen.anjuke.com/community/view/241137,合租,5b16abc7898e0a1465a2e2ed,3室1厅,沙河西路3283号
3,元/月,2018-06-05 23:27:03.713682,龙华,15/22层,莱蒙水榭春天一二三期蛋壳公寓直租 免费WiFi 环境优美 无,https://sz.zu.anjuke.com/fangyuan/1159899438,1880,民治,4号线,https://pic1.ajkimg.com/display/hj/54a46d10d03154fb9abab18e6ebbe2c9/240x180m.jpg?t=1,朝东,莱蒙水榭春天一二三期,22平米,https://shenzhen.anjuke.com/community/view/204644,合租,5b16abc7898e0a1465a2e2ee,3室1厅,人民路
4,元/月,2018-06-05 23:27:03.718611,罗湖,17/24层,田贝 室友无不良嗜好 免费WiFi 紧邻地铁站 可月付,https://sz.zu.anjuke.com/fangyuan/1155478458,1960,田贝,3/5/7号线,https://pic1.ajkimg.com/display/hj/eca1d96d695a403a96b664d6299becb4/240x180m.jpg?t=1,朝东,翠珠小区,19平米,https://shenzhen.anjuke.com/community/view/296239,合租,5b16abc7898e0a1465a2e2ef,3室1厅,田贝4路
5,元/月,2018-06-05 23:27:03.730960,深圳周边,19/21层,左庭右院蛋壳公寓直租 双周保洁 通勤便利 月付无压力,https://sz.zu.anjuke.com/fangyuan/1161431461,1330,东莞,Null,https://pic1.ajkimg.com/display/hj/8c04bfb73853a7c56dc1f9d0f967c6f5/240x180m.jpg?t=1,朝东,黄旗山1号,18平米,https://shenzhen.anjuke.com/community/view/901553,合租,5b16abc7898e0a1465a2e2f0,3室1厅,石井支路
6,元/月,2018-06-05 23:27:03.739006,龙岗,10/32层,万科精装修，家电齐全，拎包入住,https://sz.zu.anjuke.com/fangyuan/1163190067,5200,龙岗中心城,3号线,https://pic1.ajkimg.com/display/hj/62b644cb28e3d3db3a3c15346fbc6e75/240x180m.jpg?t=1,朝南,万科天誉一期,87平米,https://shenzhen.anjuke.com/community/view/479563,整租,5b16abc7898e0a1465a2e2f1,3室2厅,龙翔大道
7,元/月,2018-06-05 23:27:03.750822,龙岗,15/17层,如意小区 良心房东 家具家电全 交通便利 可月付 龙岗中心城,https://sz.zu.anjuke.com/fangyuan/1159197964,1270,龙岗中心城,3号线,https://pic1.ajkimg.com/display/hj/050c75334316afd1edcc8d1bf3c8957a/240x180m.jpg?t=1,朝东,如意小区,18平米,https://shenzhen.anjuke.com/community/view/843811,合租,5b16abc7898e0a1465a2e2f2,3室1厅,如意路86号
8,元/月,2018-06-05 23:27:03.757361,福田,7/19层,云顶翠峰蛋壳公寓直租 双周保洁 值得信赖 无中介,https://sz.zu.anjuke.com/fangyuan/1161360632,1680,皇岗,3/4/7号线,https://pic1.ajkimg.com/display/hj/112bc4c0f7e25124a016af86c0f8ea62/240x180m.jpg?t=1,朝东,云顶翠峰(一期),19平米,https://shenzhen.anjuke.com/community/view/98024,合租,5b16abc7898e0a1465a2e2f3,3室1厅,福强路2016号
9,元/月,2018-06-05 23:27:03.765832,深圳周边,10/19层,宝城花园 短租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1160222141,1160,东莞,Null,https://pic1.ajkimg.com/display/hj/149a39c0f9ecc60fb376508dc720a696/240x180m.jpg?t=1,朝南,宝城花园,11平米,https://shenzhen.anjuke.com/community/view/901800,合租,5b16abc7898e0a1465a2e2f4,4室1厅,莞樟路
10,元/月,2018-06-05 23:27:03.772513,福田,10/17层,园岭新村 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1156747753,1960,园岭,3/7/9号线,https://pic1.ajkimg.com/display/hj/7e5bb06e2d775c4527b2e955dd5815d8/240x180m.jpg?t=1,朝南,园岭新村,18平米,https://shenzhen.anjuke.com/community/view/171884,合租,5b16abc7898e0a1465a2e2f5,3室1厅,笋岗西路2057号
11,元/月,2018-06-05 23:27:03.778152,福田,13/25层,艺丰花园(D区) 品质小区 精装大三房带家私 拎包入住,https://sz.zu.anjuke.com/fangyuan/1157127715,2100,梅林,4/9号线,https://pic1.ajkimg.com/display/hj/19c873f64d60d308f878aecbecf311c1/240x180m.jpg?t=1,朝南,艺丰花园(D区),13平米,https://shenzhen.anjuke.com/community/view/844522,合租,5b16abc7898e0a1465a2e2f6,3室1厅,梅东一路1号
12,元/月,2018-06-05 23:27:03.782755,龙岗,17/19层,水斗老围综合楼蛋壳公寓直租 双周保洁 干净整洁 月付无压力,https://sz.zu.anjuke.com/fangyuan/1161340857,1340,坂田,5号线,https://pic1.ajkimg.com/display/hj/75c84909fa97b3ca27e87ccf386640ec/240x180m.jpg?t=1,朝东,水斗老围综合楼,18平米,https://shenzhen.anjuke.com/community/view/844013,合租,5b16abc7898e0a1465a2e2f7,3室1厅,吉华路
13,元/月,2018-06-05 23:27:03.787290,罗湖,15/17层,逸翠园蛋壳公寓直租 免费WiFi 通勤便利 性价比高,https://sz.zu.anjuke.com/fangyuan/1161427788,1150,田贝,3/7号线,https://pic1.ajkimg.com/display/hj/dafd8267f558bf0817365d522d800f2e/240x180m.jpg?t=1,朝东,逸翠园,15平米,https://shenzhen.anjuke.com/community/view/97189,合租,5b16abc7898e0a1465a2e2f8,3室1厅,翠竹路1056号
