,price_unit,create_datetime,district,room_height,title,url,price,subdistrict,metro_line,cover_url,room_fase_to,community,room_area,community_view_url,renting_type,_id,room_type,location
0,元/月,2018-06-05 23:31:09.460104,龙岗,6/18层,东方瑞景苑  家具齐全 紧邻地铁站 押一付一 龙岗中,https://sz.zu.anjuke.com/fangyuan/1160225772,1760,龙岗中心城,3号线,https://pic1.ajkimg.com/display/hj/0d8055accdfcbdc84a623b81433cf602/240x180m.jpg?t=1,朝东,东方瑞景苑,19平米,https://shenzhen.anjuke.com/community/view/520936,合租,5b16acbd898e0a1465a2fc4f,3室1厅,龙平东路203号
1,元/月,2018-06-05 23:31:09.464577,龙岗,16/18层,大世纪水山缘  家具家电全 交通便利 可月付 布吉,https://sz.zu.anjuke.com/fangyuan/1158535445,1110,布吉,3/5号线,https://pic1.ajkimg.com/display/hj/c5fd72835bde6faebccdd4267fe50780/240x180m.jpg?t=1,朝东,大世纪水山缘,16平米,https://shenzhen.anjuke.com/community/view/121383,合租,5b16acbd898e0a1465a2fc50,3室1厅,龙山商业街1号
2,元/月,2018-06-05 23:31:09.469379,福田,10/22层,瑞昌大厦蛋壳公寓直租 智能门锁 值得信赖 房价透明,https://sz.zu.anjuke.com/fangyuan/1162272541,1730,皇岗,1/2/4/7号线,https://pic1.ajkimg.com/display/hj/d69d150713543ea7632cfd04397802a6/240x180m.jpg?t=1,朝东,瑞昌大厦,17平米,https://shenzhen.anjuke.com/community/view/180210,合租,5b16acbd898e0a1465a2fc51,3室1厅,滨河大道6001号
3,元/月,2018-06-05 23:31:09.474728,福田,13/30层,天宝物华精装一房一厅 品质享受 楼下香蜜公园  临近地铁口,https://sz.zu.anjuke.com/fangyuan/1161402627,5800,农科中心,1/7/9/11号线,https://pic1.ajkimg.com/display/hj/44ca3d1b0e1edd5bc59f2f19439c1784/240x180m.jpg?t=1,朝东,天宝物华,51平米,https://shenzhen.anjuke.com/community/view/96291,整租,5b16acbd898e0a1465a2fc52,1室1厅,丰田路3号
4,元/月,2018-06-05 23:31:09.479544,龙华,22/28层,蛋壳公寓热租中，先到先得，好房不等人，家电齐全，拎包入住,https://sz.zu.anjuke.com/fangyuan/1158857776,1421,梅林关口,4号线,https://pic1.ajkimg.com/display/hj/551f44c400ff59244ffd8abb36907e31/240x180m.jpg?t=1,朝东,惠鑫公寓,18平米,https://shenzhen.anjuke.com/community/view/95992,合租,5b16acbd898e0a1465a2fc53,3室1厅,梅龙大道43号
5,元/月,2018-06-05 23:31:09.484459,深圳周边,11/23层,万科四季花城蛋壳公寓直租  值得信赖 无中介,https://sz.zu.anjuke.com/fangyuan/1162629837,1520,东莞,Null,https://pic1.ajkimg.com/display/hj/5bb6d2750568138a2ab8453d045aef68/240x180m.jpg?t=1,朝东,万科四季花城,17平米,https://shenzhen.anjuke.com/community/view/788646,合租,5b16acbd898e0a1465a2fc54,3室1厅,蛟坪大道
6,元/月,2018-06-05 23:31:09.489253,罗湖,19/24层,靖轩花园  近地铁站 可月付 房源 拎包即住 黄贝岭,https://sz.zu.anjuke.com/fangyuan/1161768852,2440,黄贝岭,2号线,https://pic1.ajkimg.com/display/hj/0c63a393544ae7e2788a49e9597d43b5/240x180m.jpg?t=1,朝南,靖轩花园,26平米,https://shenzhen.anjuke.com/community/view/402468,整租,5b16acbd898e0a1465a2fc55,1室1厅,罗芳路62号
7,元/月,2018-06-05 23:31:09.502704,福田,13/20层,皇庭彩园蛋壳公寓直租  值得信赖 房价透明,https://sz.zu.anjuke.com/fangyuan/1161873044,1910,皇岗,3/4/7号线,https://pic1.ajkimg.com/display/hj/6b176b01cf82f96dd471867f715f7e9e/240x180m.jpg?t=1,朝东,皇庭彩园,23平米,https://shenzhen.anjuke.com/community/view/96089,合租,5b16acbd898e0a1465a2fc56,3室1厅,皇岗公园二街2号
8,元/月,2018-06-05 23:31:09.515379,龙岗,18/25层,大芬地铁口豪华装修小三房 全屋品牌家私家电  看房子方便,https://sz.zu.anjuke.com/fangyuan/1158440748,4800,丹竹头,3号线,https://pic1.ajkimg.com/display/hj/1a84fd87508279fdf51bb3057df775f4/240x180m.jpg?t=1,朝南,倚龙华庭,116平米,https://shenzhen.anjuke.com/community/view/535396,整租,5b16acbd898e0a1465a2fc57,3室2厅,龙岗大道
9,元/月,2018-06-05 23:31:09.523150,盐田,1/3层,桃园地鐵、荔香公園旁 雙拼別墅 使用率高 價格實惠,https://sz.zu.anjuke.com/fangyuan/1154972334,27000,沙头角,Null,https://pic1.ajkimg.com/display/hj/25015d35af52de478afd4dabae764cd0/240x180m.jpg?t=1,南北,华侨新村,330平米,https://shenzhen.anjuke.com/community/view/170402,整租,5b16acbd898e0a1465a2fc58,5室2厅,东和路71号
