,price_unit,create_datetime,district,room_height,title,url,price,subdistrict,metro_line,cover_url,room_fase_to,community,room_area,community_view_url,renting_type,_id,room_type,location
0,元/月,2018-06-05 23:29:53.607284,福田,14/17层,福泉花园 立减2300元 蛋壳公寓直租 押一付一 拎包入住,https://sz.zu.anjuke.com/fangyuan/1157878880,2680,皇岗,1/4/7号线,https://pic1.ajkimg.com/display/hj/7fe662fc9e1789599eba6950f7698c15/240x180m.jpg?t=1,朝南,福泉花园,23平米,https://shenzhen.anjuke.com/community/view/96503,整租,5b16ac71898e0a1465a2f47f,1室0厅,福强路1020号
1,元/月,2018-06-05 23:29:53.611814,南山,3/22层,海印长城旁 豪装三房两厅两卫 近地铁南山站 钥匙在手 随时看,https://sz.zu.anjuke.com/fangyuan/1163555988,11000,南油,2/11号线,https://pic1.ajkimg.com/display/hj/f6de4db6e40a572a5920490378df6aef/240x180m.jpg?t=1,朝东,缤纷假日,120平米,https://shenzhen.anjuke.com/community/view/95397,整租,5b16ac71898e0a1465a2f480,3室2厅,南光路112号
2,元/月,2018-06-05 23:29:53.621287,宝安,15/17层,新安  家具家电全 紧邻地铁站 可月付,https://sz.zu.anjuke.com/fangyuan/1158535662,1280,宝安中心,1/5/11号线,https://pic1.ajkimg.com/display/hj/0a6ab05e1b8a469ff32d7f2ddd046731/240x180m.jpg?t=1,朝东,天健时尚空间,15平米,https://shenzhen.anjuke.com/community/view/204640,合租,5b16ac71898e0a1465a2f481,3室1厅,海秀路18号
3,元/月,2018-06-05 23:29:53.628145,宝安,9/21层,畔山美地嘉园蛋壳公寓直租 免费WiFi 环境优美 性价比高,https://sz.zu.anjuke.com/fangyuan/1163548328,1720,桃源居,Null,https://pic1.ajkimg.com/display/hj/0fe093fa6981329dd833598252089f88/240x180m.jpg?t=1,朝东,畔山美地嘉园,20平米,https://shenzhen.anjuke.com/community/view/843711,合租,5b16ac71898e0a1465a2f482,3室1厅,前进二路
4,元/月,2018-06-05 23:29:53.636632,福田,17/18层,"侨香地铁口翠海花园南向3房2厅,实拍 干净清爽 拎包就住",https://sz.zu.anjuke.com/fangyuan/1161430043,11500,农科中心,2/7号线,https://pic1.ajkimg.com/display/hj/d351858478d203e1921834caca15907e/240x180m.jpg?t=1,南北,振业翠海花园,78平米,https://shenzhen.anjuke.com/community/view/323557,整租,5b16ac71898e0a1465a2f483,3室1厅,侨香路
5,元/月,2018-06-05 23:29:53.642406,罗湖,15/17层,逸翠园蛋壳公寓直租  超大空间 月付无压力,https://sz.zu.anjuke.com/fangyuan/1161339593,1460,田贝,3/7号线,https://pic1.ajkimg.com/display/hj/5928606cee821be13368de21d5ad3047/240x180m.jpg?t=1,朝东,逸翠园,17平米,https://shenzhen.anjuke.com/community/view/97189,合租,5b16ac71898e0a1465a2f484,3室1厅,翠竹路1056号
6,元/月,2018-06-05 23:29:53.649615,罗湖,9/19层,华民大厦 蛋壳3.0欧式公寓 押一付一 无,https://sz.zu.anjuke.com/fangyuan/1159538423,1850,人民南,1/9号线,https://pic1.ajkimg.com/display/hj/f999d2b4bd2bc2c0e2e9905dba630621/240x180m.jpg?t=1,朝南,华民大厦,18平米,https://shenzhen.anjuke.com/community/view/97061,合租,5b16ac71898e0a1465a2f485,3室1厅,人民南路1001号
7,元/月,2018-06-05 23:29:53.658198,南山,22/32层,大冲都市花园南向两房 豪华装修采光好，拎包随时就可以入住！,https://sz.zu.anjuke.com/fangyuan/1163067574,8000,科技园,1号线,https://pic1.ajkimg.com/display/hj/60e4cbe3adaff7f7bc1668775833119a/240x180m.jpg?t=1,朝南,大冲都市花园,80平米,https://shenzhen.anjuke.com/community/view/790585,整租,5b16ac71898e0a1465a2f486,2室2厅,铜鼓路
8,元/月,2018-06-05 23:29:53.664567,龙华,20/30层,红山豪装4房，临近红山地铁口和商业综合体6979 ，拎包入住,https://sz.zu.anjuke.com/fangyuan/1163490717,6500,民治,4号线,https://pic1.ajkimg.com/display/hj/b47b04a79742a2e23324daeb9bc3e595/240x180m.jpg?t=1,朝南,莱蒙水榭春天一二三期,122平米,https://shenzhen.anjuke.com/community/view/204644,整租,5b16ac71898e0a1465a2f487,4室2厅,人民路
9,元/月,2018-06-05 23:29:53.674753,南山,10/11层,喜讯 地铁口物业 宝珠花园 精装4房2厅 家电齐 拎包即住,https://sz.zu.anjuke.com/fangyuan/1162594576,7200,桃源村,5/7号线,https://pic1.ajkimg.com/display/hj/9906ace837f431d8fdcf07149f6b565c/240x180m.jpg?t=1,东南,宝珠花园,118平米,https://shenzhen.anjuke.com/community/view/121599,整租,5b16ac71898e0a1465a2f488,4室2厅,珠光路249号
10,元/月,2018-06-05 23:29:53.680231,宝安,20/22层,中商花园蛋壳公寓直租 免费WiFi 值得信赖 月付无压力,https://sz.zu.anjuke.com/fangyuan/1161163225,1190,宝安中心,1/5号线,https://pic1.ajkimg.com/display/hj/cdb806888ea542b7b3e8d4d40c62516e/240x180m.jpg?t=1,朝东,中商花园,15平米,https://shenzhen.anjuke.com/community/view/95067,合租,5b16ac71898e0a1465a2f489,3室1厅,甲岸路10号
11,元/月,2018-06-05 23:29:53.684993,龙岗,12/19层,怡乐花园蛋壳公寓直租 双周保洁 超大空间 性价比高,https://sz.zu.anjuke.com/fangyuan/1163515041,1970,丹竹头,3号线,https://pic1.ajkimg.com/display/hj/5aad0c7406d3deb6be604fa4c6fbb9d5/240x180m.jpg?t=1,朝东,怡乐花园,20平米,https://shenzhen.anjuke.com/community/view/844504,合租,5b16ac71898e0a1465a2f48a,3室1厅,布澜路2号
12,元/月,2018-06-05 23:29:53.699101,龙岗,9/21层,珑瑜 室友无不良嗜好 家具家电全 紧邻地铁站 不是中介,https://sz.zu.anjuke.com/fangyuan/1160537319,1630,龙岗中心城,3号线,https://pic1.ajkimg.com/display/hj/651c4317d498a3f0528e25783bb57bbb/240x180m.jpg?t=1,朝东,珑瑜,17平米,https://shenzhen.anjuke.com/community/view/349094,合租,5b16ac71898e0a1465a2f48b,3室1厅,晨光路99号
13,元/月,2018-06-05 23:29:53.706698,龙岗,16/18层,坂田  家具家电全 紧邻站 可月付,https://sz.zu.anjuke.com/fangyuan/1161169693,1410,坂田,5号线,https://pic1.ajkimg.com/display/hj/42fba6b1fc6117c636dcdbf44b7dc7fe/240x180m.jpg?t=1,朝东,中兴路18号小区,16平米,https://shenzhen.anjuke.com/community/view/1022422,合租,5b16ac71898e0a1465a2f48c,3室1厅,中兴路18号
14,元/月,2018-06-05 23:29:53.713512,龙华,15/34层,绿景香颂 初次出租四房 南北通透  高楼层 双阳台,https://sz.zu.anjuke.com/fangyuan/1158953749,8000,民治,Null,https://pic1.ajkimg.com/display/hj/d8603f00ac9b38059d1137072a523bda/240x180m.jpg?t=1,东南,绿景香颂花园,153平米,https://shenzhen.anjuke.com/community/view/381159,整租,5b16ac71898e0a1465a2f48d,4室2厅,民治大道
15,元/月,2018-06-05 23:29:53.722800,福田,19/24层,水榭花都 免费WiFi 紧邻地铁站 押一付一 香蜜湖,https://sz.zu.anjuke.com/fangyuan/1161786130,2230,香蜜湖,1/2/9号线,https://pic1.ajkimg.com/display/hj/1249302a69ce58d5c3ab28857b284157/240x180m.jpg?t=1,朝南,水榭花都,26平米,https://shenzhen.anjuke.com/community/view/323573,整租,5b16ac71898e0a1465a2f48e,1室1厅,红荔西路8007号
16,元/月,2018-06-05 23:29:53.730368,南山,13/20层,新华大厦蛋壳公寓直租 智能门锁 值得信赖 月付无压力,https://sz.zu.anjuke.com/fangyuan/1163510862,1960,西丽,5/7号线,https://pic1.ajkimg.com/display/hj/da425cb9fd30c711d0fd5392fb14fc1d/240x180m.jpg?t=1,朝东,新华大厦(二期),20平米,https://shenzhen.anjuke.com/community/view/363491,合租,5b16ac71898e0a1465a2f48f,3室1厅,新高路18号
