,price_unit,create_datetime,district,room_height,title,url,price,subdistrict,metro_line,cover_url,room_fase_to,community,room_area,community_view_url,renting_type,_id,room_type,location
0,元/月,2018-06-05 23:28:18.156426,龙华,19/24层,康华苑  客厅开阔 无中介 房源 包物业 龙华中心区,https://sz.zu.anjuke.com/fangyuan/1161802598,2070,龙华中心区,4号线,https://pic1.ajkimg.com/display/hj/4e8e4d6f698fe6f6474b2d0e5ef1b29e/240x180m.jpg?t=1,朝北,康华苑,26平米,https://shenzhen.anjuke.com/community/view/95071,整租,5b16ac12898e0a1465a2eabb,1室1厅,建达路
1,元/月,2018-06-05 23:28:18.160751,龙华,11/23层,民乐翠园 免费WiFi 紧邻站 押一付一 梅林关口,https://sz.zu.anjuke.com/fangyuan/1161164129,1520,梅林关口,4号线,https://pic1.ajkimg.com/display/hj/0a1f97345faee27626daae392c082de9/240x180m.jpg?t=1,朝东,民乐翠园小区,17平米,https://shenzhen.anjuke.com/community/view/406782,合租,5b16ac12898e0a1465a2eabc,3室1厅,梅坂大道
2,元/月,2018-06-05 23:28:18.167303,龙岗,16/31层,精装4房 拎包入住 看房方便,https://sz.zu.anjuke.com/fangyuan/1163461693,12800,坂田,Null,https://pic1.ajkimg.com/display/hj/8f4719157eea8632b6880e8c76a11ccf/240x180m.jpg?t=1,东南,万科璞悦山,170平米,https://shenzhen.anjuke.com/community/view/379713,整租,5b16ac12898e0a1465a2eabd,4室2厅,坂雪岗大道
3,元/月,2018-06-05 23:28:18.171804,罗湖,2/23层,"世金国际新出靓租盘,全新装修,超大面积,超廉,一看就中",https://sz.zu.anjuke.com/fangyuan/1163417707,8500,国贸,1/2/3/9号线,https://pic1.ajkimg.com/display/hj/256fe881bc8c7f1f9bab25591fb3df55/240x180m.jpg?t=1,朝北,世界金融中心,55平米,https://shenzhen.anjuke.com/community/view/910850,整租,5b16ac12898e0a1465a2eabe,1室1厅,深南东路
4,元/月,2018-06-05 23:28:18.181113,龙华,11/25层,无中介 民治豪装 押一付一 交通便利 双周保洁,https://sz.zu.anjuke.com/fangyuan/1161163197,1350,民治,4号线,https://pic1.ajkimg.com/display/hj/41a8fbf4ad52e29bdc7c771a156d4f30/240x180m.jpg?t=1,朝东,御龙华庭,16平米,https://shenzhen.anjuke.com/community/view/331652,合租,5b16ac12898e0a1465a2eabf,3室1厅,简上路
5,元/月,2018-06-05 23:28:18.187937,盐田,40/45层,泰式园林小区 天然氧吧 闹中取静 精装修看房方便,https://sz.zu.anjuke.com/fangyuan/1163255460,5500,沙头角,Null,https://pic1.ajkimg.com/display/hj/7a2f3c5a7d892b403c33f1b8723d0faa/240x180m.jpg?t=1,东南,新世界倚山花园三期,182平米,https://shenzhen.anjuke.com/community/view/1040673,整租,5b16ac12898e0a1465a2eac0,3室2厅,梧桐路1968号
6,元/月,2018-06-05 23:28:18.194883,龙岗,2/3层,房东直租 平岗中学旁 家私家电齐全 拎包入住 采光好购物方便,https://sz.zu.anjuke.com/fangyuan/1162953185,700,龙岗中心城,3号线,https://pic1.ajkimg.com/display/hj/ee79e59ff0af7b8c2bb2abd415699305/240x180m.jpg?t=1,南北,九州家园(一期),36平米,https://shenzhen.anjuke.com/community/view/96565,整租,5b16ac12898e0a1465a2eac1,1室0厅,龙园路200号
7,元/月,2018-06-05 23:28:18.203613,龙岗,7/19层,远洋新干线 良心房东 免费WiFi 交通便利  龙岗中心城,https://sz.zu.anjuke.com/fangyuan/1159898837,1530,龙岗中心城,3号线,https://pic1.ajkimg.com/display/hj/e0d4af5af38b3e32635288885d2a23c6/240x180m.jpg?t=1,朝东,远洋新干线(二期),19平米,https://shenzhen.anjuke.com/community/view/545918,合租,5b16ac12898e0a1465a2eac2,3室1厅,刘屋路
8,元/月,2018-06-05 23:28:18.210365,福田,7/19层,庆安航空大厦 住的舒心 家具家电全 干净整洁 可月付 八卦岭,https://sz.zu.anjuke.com/fangyuan/1155540595,1610,八卦岭,7/9号线,https://pic1.ajkimg.com/display/hj/79fec9edcf3a61959059cd1dd23f6a21/240x180m.jpg?t=1,朝东,庆安航空大厦,18平米,https://shenzhen.anjuke.com/community/view/96330,合租,5b16ac12898e0a1465a2eac3,3室1厅,八卦五街22号
9,元/月,2018-06-05 23:28:18.226198,龙岗,15/22层,中城康桥花园一期蛋壳公寓直租 免费WiFi 超大空间 押一付,https://sz.zu.anjuke.com/fangyuan/1163517580,1890,丹竹头,3号线,https://pic1.ajkimg.com/display/hj/60607b1ade0a3c15652f04b52e1ce67f/240x180m.jpg?t=1,朝东,中城康桥花园一期,22平米,https://shenzhen.anjuke.com/community/view/843324,合租,5b16ac12898e0a1465a2eac4,3室1厅,龙岗大道3001号
10,元/月,2018-06-05 23:28:18.234038,龙华,9/19层,白石龙二区 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1158211360,1500,梅林关口,4/5号线,https://pic1.ajkimg.com/display/hj/768ba3a155c7d20d344e036326eb6124/240x180m.jpg?t=1,朝南,白石龙二区,15平米,https://shenzhen.anjuke.com/community/view/842242,合租,5b16ac12898e0a1465a2eac5,3室1厅,梅龙路
11,元/月,2018-06-05 23:28:18.247023,龙岗,17/24层,一城峰景  免费WiFi 交通便利 可月付,https://sz.zu.anjuke.com/fangyuan/1158857947,1980,龙岗中心城,3号线,https://pic1.ajkimg.com/display/hj/958ef1053d89e9a5a000875336439564/240x180m.jpg?t=1,朝东,一城峰景(颐景峰苑),19平米,https://shenzhen.anjuke.com/community/view/97297,合租,5b16ac12898e0a1465a2eac6,3室1厅,建新路2号
12,元/月,2018-06-05 23:28:18.251893,福田,11/17层,香蜜湖东海花园，奢华大四房，万科品质大花园，尽享尊贵身份,https://sz.zu.anjuke.com/fangyuan/1161822420,12000,农科中心,1/7/9/11号线,https://pic1.ajkimg.com/display/hj/2165f652485edb0b477edd15ad57fc37/240x180m.jpg?t=1,朝南,东海花园(二期福禄居),130平米,https://shenzhen.anjuke.com/community/view/126700,整租,5b16ac12898e0a1465a2eac7,4室2厅,香林路
13,元/月,2018-06-05 23:28:18.257574,南山,15/25层,紧临 蛋壳公寓直租 押一付一 近站 免费WiFi,https://sz.zu.anjuke.com/fangyuan/1161169550,1800,南山中心,1号线,https://pic1.ajkimg.com/display/hj/4071e89e6ee5da670f2ddfdeb669cfb5/240x180m.jpg?t=1,南北,金桃园大厦,18平米,https://shenzhen.anjuke.com/community/view/95747,合租,5b16ac12898e0a1465a2eac8,3室2厅,桃园路193号
14,元/月,2018-06-05 23:28:18.267080,龙华,15/31层,金地梅陇镇 正规两房 全新装修未入住,https://sz.zu.anjuke.com/fangyuan/1163322519,4500,民治,4号线,https://pic1.ajkimg.com/display/hj/31a759947484801a6dfb4a1e3707ba15/240x180m.jpg?t=1,朝南,金地梅陇镇,76平米,https://shenzhen.anjuke.com/community/view/192352,整租,5b16ac12898e0a1465a2eac9,2室2厅,梅龙路
15,元/月,2018-06-05 23:28:20.187217,龙岗,16/19层,新利苑小区蛋壳公寓直租   押一付一 短租返现 拎包入住,https://sz.zu.anjuke.com/fangyuan/1158861271,1750,布吉,3/5号线,https://pic1.ajkimg.com/display/hj/814b10d31a12a48f1d357f46eb292a26/240x180m.jpg?t=1,朝东,新利苑小区,12平米,https://shenzhen.anjuke.com/community/view/403143,合租,5b16ac14898e0a1465a2eaca,4室1厅,布龙公路33号
